ROUTENAME,Place,Latitude,Longitude
Gwangmyeong and Dodeoksan Park Full Day Tour by Bus, Dodeoksan Park,NaN,NaN
Half-Day Jeju Island Private Taxi Tour in O`sulloc and Innisfree,O’sulloc Tea Museum,NaN,NaN
Half-Day Jeju Island Private Taxi Tour in O`sulloc and Innisfree, Camellia Hill,NaN,NaN
Half-Day Jeju Island Private Taxi Tour in O`sulloc and Innisfree, Iho Tewoo Beach,NaN,NaN
Memorable Autumn Foliage Random Tour (From Busan),Busan,NaN,NaN
Full-day Customizable Private Essential Jeju Island Tour for South course,Mysterious Road (Dokkaebi Road),NaN,NaN
Full-day Customizable Private Essential Jeju Island Tour for South course, Hallasan National Park,NaN,NaN
Full-day Customizable Private Essential Jeju Island Tour for South course, Alive Museum,NaN,NaN
Full-day Customizable Private Essential Jeju Island Tour for South course, Daepo Haean Jusangjeolli Cliff,NaN,NaN
Full-day Customizable Private Essential Jeju Island Tour for South course, Oedolgae,NaN,NaN
Full-day Customizable Private Essential Jeju Island Tour for South course, Jeongbang Waterfall,NaN,NaN
Full-day Customizable Private Essential Jeju Island Tour for South course, Jusangjeollidae,NaN,NaN
Full-day Customizable Private Essential Jeju Island Tour for South course, Cheonjiyeon Falls,NaN,NaN
 Private Full-day Customizable tour with Professional Guide,Gyeongbokgung Palace,NaN,NaN
 Private Full-day Customizable tour with Professional Guide, N Seoul Tower,NaN,NaN
 Private Full-day Customizable tour with Professional Guide, Seoraksan National Park,NaN,NaN
Seoul Private Tour with hidden gem of Seoul,Gyeongbokgung Palace,NaN,NaN
Seoul Private Tour with hidden gem of Seoul, Insadong,NaN,NaN
Seoul Private Tour with hidden gem of Seoul, Bukchon Hanok Village,NaN,NaN
Seoul Private Tour with hidden gem of Seoul, Kwangjang Market,NaN,NaN
Seoul Private Tour with hidden gem of Seoul, Myeongdong Shopping Street,NaN,NaN
Seoul Private Tour with hidden gem of Seoul, N Seoul Tower,NaN,NaN
Full Day Seoul Royal Palace Tour Including Namdaemun Market,Changdeokgung Palace,NaN,NaN
Full Day Seoul Royal Palace Tour Including Namdaemun Market, Gyeongbokgung Palace,NaN,NaN
Full Day Seoul Royal Palace Tour Including Namdaemun Market, Cheonggyecheon Stream,NaN,NaN
Full Day Seoul Royal Palace Tour Including Namdaemun Market, The Blue House,NaN,NaN
Full Day Seoul Royal Palace Tour Including Namdaemun Market, Bukchon Hanok Village,NaN,NaN
Full Day Seoul Royal Palace Tour Including Namdaemun Market, Jogyesa Temple,NaN,NaN
Full Day Seoul Royal Palace Tour Including Namdaemun Market, Insadong,NaN,NaN
Full Day Seoul Royal Palace Tour Including Namdaemun Market, Namsangol Hanok Village,NaN,NaN
Full Day Seoul Royal Palace Tour Including Namdaemun Market, Namdaemun Market,NaN,NaN
Jeonju Hanok Village One Day Tour from Seoul,Jeonju Hanok Village,NaN,NaN
Seoul Afternoon Tour Including Changdeokgung Palace and Namdaemun Market,Changdeokgung Palace,NaN,NaN
Seoul Afternoon Tour Including Changdeokgung Palace and Namdaemun Market, Namdaemun Market,NaN,NaN
Seoul Afternoon Tour Including Changdeokgung Palace and Namdaemun Market, Insadong,NaN,NaN
Seoul Afternoon Tour Including Changdeokgung Palace and Namdaemun Market, Namsangol Hanok Village,NaN,NaN
Seoul Afternoon Tour Including Changdeokgung Palace and Namdaemun Market, Sungnyemun Gate,NaN,NaN
Jeju Outdoor Wedding Photography Package,Core Travel,NaN,NaN
Jeju South 1 Day Package Tour,Mysterious Road (Dokkaebi Road),NaN,NaN
Jeju South 1 Day Package Tour, O’sulloc Tea Museum,NaN,NaN
Jeju South 1 Day Package Tour, Alive Museum,NaN,NaN
Jeju South 1 Day Package Tour, Yakchunsa Temple,NaN,NaN
Jeju South 1 Day Package Tour, Jeongbang Waterfall,NaN,NaN
Jeju: Fully Customizable Private Tour,Jeju,NaN,NaN
Korean Folk Village Half-day Guided Tour from Seoul,Seoul,NaN,NaN
Korean Folk Village Half-day Guided Tour from Seoul, Korean Folk Village,NaN,NaN
Korean Folk Village Half-day Guided Tour from Seoul, Seoul,NaN,NaN
Magnificent Naejangsan National Park Autumn Foliage Tour from Seoul,Naejangsan National Park,NaN,NaN
Seoul City Walking Private Tour (3hours),Jogyesa Temple,NaN,NaN
Seoul City Walking Private Tour (3hours), Gyeongbokgung Palace,NaN,NaN
Seoul City Walking Private Tour (3hours), Bukchon Hanok Village,NaN,NaN
Seoul City Walking Private Tour (3hours), Insadong,NaN,NaN
DMZ & One Additional Course Private Tour,DMZ,NaN,NaN
DMZ & One Additional Course Private Tour, The Third Tunnel,NaN,NaN
DMZ & One Additional Course Private Tour, Dora Observatory,NaN,NaN
DMZ & One Additional Course Private Tour, Tongilchon-gil,NaN,NaN
DMZ & One Additional Course Private Tour, Paju,NaN,NaN
DMZ & One Additional Course Private Tour, DMZ,NaN,NaN
DMZ & One Additional Course Private Tour, The Third Tunnel,NaN,NaN
DMZ & One Additional Course Private Tour, Dora Observatory,NaN,NaN
DMZ & One Additional Course Private Tour, Tongilchon-gil,NaN,NaN
DMZ & One Additional Course Private Tour, Paju,NaN,NaN
Alpaca World and Nami Island with Gangchon Rail Bike Tour,Nami Island,NaN,NaN
Alpaca World and Nami Island with Gangchon Rail Bike Tour, Alpaca World,NaN,NaN
Alpaca World and Nami Island with Gangchon Rail Bike Tour, Gangchon Rail Park,NaN,NaN
Hidden Street Food food tour in Seoul ,Namdaemun Market,NaN,NaN
Hidden Street Food food tour in Seoul , Bukchon Hanok Village,NaN,NaN
Hidden Street Food food tour in Seoul , Chebu-dong,NaN,NaN
Small-Group Seoul Morning Royal Palaces Tour,Jogyesa Temple,NaN,NaN
Small-Group Seoul Morning Royal Palaces Tour, Gyeongbokgung Palace,NaN,NaN
World Cultural Heritage Full-day tour from Seoul including Suwon Hwaseong,Bukchon Hanok Village,NaN,NaN
World Cultural Heritage Full-day tour from Seoul including Suwon Hwaseong, Changdeokgung Palace,NaN,NaN
World Cultural Heritage Full-day tour from Seoul including Suwon Hwaseong, Jongmyo Shrine,NaN,NaN
World Cultural Heritage Full-day tour from Seoul including Suwon Hwaseong, Hwaseong Fortress,NaN,NaN
World Cultural Heritage Full-day tour from Seoul including Suwon Hwaseong, Hwaseong Haenggung Palace,NaN,NaN
Seoul Myeongdong Catholic Church Historic Private Walking Tour,Myeong-dong Cathedral,NaN,NaN
Full-Day Seoul Secret City Private Walking Tour,Dongdaemun Design Plaza (DDP),NaN,NaN
Full-Day Seoul Secret City Private Walking Tour, Jangchungdan Park,NaN,NaN
Full-Day Seoul Secret City Private Walking Tour, Seoul City Wall Museum,NaN,NaN
Full-Day Seoul Secret City Private Walking Tour, Ihwa Mural Village,NaN,NaN
Full-Day Seoul Secret City Private Walking Tour, Naksan Park,NaN,NaN
Neon Nights Photography 1 Hour Walking Tour in Seoul,Coffee Hanyakbang,NaN,NaN
1 day Jeonju City tour by KTX Train from Seoul,Jeonju Hanok Village,NaN,NaN
1 day Jeonju City tour by KTX Train from Seoul, Gyeonggijeon Shrine,NaN,NaN
1 day Jeonju City tour by KTX Train from Seoul, Hanji Museum,NaN,NaN
1 day Jeonju City tour by KTX Train from Seoul, Geumsansa,NaN,NaN
1 day Jeonju City tour by KTX Train from Seoul, Jeondong Catholic Church,NaN,NaN
Everland Theme Park & Korean Folk Village tour (private group),Korean Folk Village,NaN,NaN
Everland Theme Park & Korean Folk Village tour (private group), Everland,NaN,NaN
Odaesan National Park hiking day tour: Explore Autumn foliage Korea ,Odaesan National Park,NaN,NaN
Odaesan National Park hiking day tour: Explore Autumn foliage Korea , Woljeongsa Temple,NaN,NaN
Odaesan National Park hiking day tour: Explore Autumn foliage Korea , Sangwonsa Temple,NaN,NaN
Odaesan National Park hiking day tour: Explore Autumn foliage Korea , Hongcheon Ginkgo Forest,NaN,NaN
Jeju island guided tour for 9 hours with a van,Sangumburi Crater,NaN,NaN
Jeju island guided tour for 9 hours with a van, Seongsan Ilchulbong,NaN,NaN
Jeju island guided tour for 9 hours with a van, Woljeongri Beach,NaN,NaN
Jeju island guided tour for 9 hours with a van, Manjanggul Cave,NaN,NaN
Jeju island guided tour for 9 hours with a van, Jeongbang Waterfall,NaN,NaN
Small group DMZ tour + Seoul Essence {Private and Private-guided-seat-in-coach},Imjingak Pyeonghoa-Nuri Park,NaN,NaN
Small group DMZ tour + Seoul Essence {Private and Private-guided-seat-in-coach}, DMZ,NaN,NaN
Small group DMZ tour + Seoul Essence {Private and Private-guided-seat-in-coach}, Insadong,NaN,NaN
Small group DMZ tour + Seoul Essence {Private and Private-guided-seat-in-coach}, Jogyesa Temple,NaN,NaN
Small group DMZ tour + Seoul Essence {Private and Private-guided-seat-in-coach}, Gyeongbokgung Palace,NaN,NaN
History and Culture Tour,Gyeongbokgung Palace,NaN,NaN
History and Culture Tour, Bukchon Hanok Village,NaN,NaN
History and Culture Tour, Insadong,NaN,NaN
History and Culture Tour, Kwangjang Market,NaN,NaN
History and Culture Tour, N Seoul Tower,NaN,NaN
History and Culture Tour, Myeongdong Shopping Street,NaN,NaN
Private Guided Hiking Tour along Inwangsan Mountain,Inwangsan Mountain,NaN,NaN
Private Guided Hiking Tour along Inwangsan Mountain, Tongin Market,NaN,NaN
"Essence of Seoul, Full Day City tour",Gyeongbokgung Palace,NaN,NaN
"Essence of Seoul, Full Day City tour", National Folk Museum of Korea,NaN,NaN
"Essence of Seoul, Full Day City tour", Insadong,NaN,NaN
"Essence of Seoul, Full Day City tour", Jogyesa Temple,NaN,NaN
"Essence of Seoul, Full Day City tour", Bukchon Hanok Village,NaN,NaN
"Essence of Seoul, Full Day City tour", N Seoul Tower,NaN,NaN
"Essence of Seoul, Full Day City tour", Namdaemun Market,NaN,NaN
Full Day Tour Best Spots in East Busan,Haedong Yonggungsa,NaN,NaN
Full Day Tour Best Spots in East Busan, Ahopsan Forest,NaN,NaN
Full Day Tour Best Spots in East Busan, Gijang Market,NaN,NaN
Full Day Tour Best Spots in East Busan, Jukseong Dream Cathedral,NaN,NaN
Full Day Tour Best Spots in East Busan, Busan Gamcheon Culture Village,NaN,NaN
Full Day Tour Best Spots in East Busan, The Bay 101 Yacht Club,NaN,NaN
Modern and Contemporary of Seoul tour,Seoul Museum of History,NaN,NaN
Modern and Contemporary of Seoul tour, Seoul Battleship Park,NaN,NaN
Modern and Contemporary of Seoul tour, Mapo Oil Tank Culture Park,NaN,NaN
All in One Full day Tour 3(Gyeongbok Palace-N Seoul Tower-Gwang Jang Market),Cosmo. Jin Tour - Day Tours,NaN,NaN
Private DMZ tour,DMZ,NaN,NaN
Private DMZ tour, Odusan Unification Tower,NaN,NaN
 West Jeju Full Day Tour Package By Taxi,Hallim Park,NaN,NaN
 West Jeju Full Day Tour Package By Taxi, O’sulloc Tea Museum,NaN,NaN
 West Jeju Full Day Tour Package By Taxi, Yongmeori Coast,NaN,NaN
 West Jeju Full Day Tour Package By Taxi, Sanbangsan Mountain,NaN,NaN
 West Jeju Full Day Tour Package By Taxi, Cheonjiyeon Falls,NaN,NaN
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ,Manjanggul Cave,NaN,NaN
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, Haenyeo Museum,NaN,NaN
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, Gwangchigi Beach,NaN,NaN
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, Hallasan National Park,NaN,NaN
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, Seongeup Folk Village,NaN,NaN
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, 칠돈가 성산점,NaN,NaN
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, Seongsan Ilchulbong,NaN,NaN
Full Day Jeju Island Private Tour for East course with Korean Black pork BBQ, Jejudo,NaN,NaN
[DMZ Private Full day Tour] & The War Memorial include Lunch,Imjingak Pyeonghoa-Nuri Park,NaN,NaN
[DMZ Private Full day Tour] & The War Memorial include Lunch, The Third Tunnel,NaN,NaN
[DMZ Private Full day Tour] & The War Memorial include Lunch, Dorasan Station,NaN,NaN
[DMZ Private Full day Tour] & The War Memorial include Lunch, Dora Observatory,NaN,NaN
[DMZ Private Full day Tour] & The War Memorial include Lunch, The War Memorial of Korea,NaN,NaN
"Seoul Private Tours by Locals: 100% Personalized, See the City Unscripted",Bukchon Hanok Village,NaN,NaN
Half-Day Exploring the Beauty of Hidden City of Suwon Guided Tour,Seoul Station / City Hall,NaN,NaN
Half-Day Exploring the Beauty of Hidden City of Suwon Guided Tour, Hwaseong Haenggung Palace,NaN,NaN
Half-Day Exploring the Beauty of Hidden City of Suwon Guided Tour, Janganmun Gate,NaN,NaN
Half-Day Exploring the Beauty of Hidden City of Suwon Guided Tour, Banghwasuryujeong Pavilion (Dongbukgakru),NaN,NaN
Exclusive Private Tour to Suwon UNESCO Fortress and Korea Folks Village,Hwaseong,NaN,NaN
Exclusive Private Tour to Suwon UNESCO Fortress and Korea Folks Village, Hwaseong Haenggung Palace,NaN,NaN
Exclusive Private Tour to Suwon UNESCO Fortress and Korea Folks Village, Korean Folk Village,NaN,NaN
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van),Manjanggul Cave,NaN,NaN
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van), Woljeongri Beach,NaN,NaN
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van), Seongsan Ilchulbong,NaN,NaN
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van), Seopjikoji,NaN,NaN
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van), Sangumburi Crater,NaN,NaN
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van), Seongeup Folk Village,NaN,NaN
Beautiful Jeju Island Private UNESCO day Tour (Jumbo Taxi/Van), Gwangchigi Beach,NaN,NaN
Jisan Ski Resort + Everland One Day Tour ,Seoul,NaN,NaN
Jisan Ski Resort + Everland One Day Tour , Jisan Forest Resort,NaN,NaN
Jisan Ski Resort + Everland One Day Tour , Gyeonggi-do,NaN,NaN
Jisan Ski Resort + Everland One Day Tour , Everland,NaN,NaN
Jisan Ski Resort + Everland One Day Tour , Gyeonggi-do,NaN,NaN
Jeju Island Taxi Tour - West Day Tour,Jeju Travel Lucas,NaN,NaN
Jeju Island Taxi Tour - West Day Tour, Hallim Park,NaN,NaN
Jeju Island Taxi Tour - West Day Tour, O’sulloc Tea Museum,NaN,NaN
Jeju Island Taxi Tour - West Day Tour, Yongmeori Coast,NaN,NaN
Jeju Island Taxi Tour - West Day Tour, Sanbangsan Mountain,NaN,NaN
Jeju Island Taxi Tour - West Day Tour, Cheonjeyeon Falls,NaN,NaN
Jeju Island Taxi Tour - West Day Tour, Aewol Cafe Street,NaN,NaN
Jeju Island Taxi Tour - West Day Tour, Camellia Hill,NaN,NaN
Jeju Island Taxi Tour - West Day Tour, Isidore Farm,NaN,NaN
Jeju Island Taxi Tour - West Day Tour, ARTE MUSEUM JEJU,NaN,NaN
"N Seoul Tower, Bukchon and Korean Folk Village Full day Tour",Namsan Park,NaN,NaN
"N Seoul Tower, Bukchon and Korean Folk Village Full day Tour", Bukchon Hanok Village,NaN,NaN
"N Seoul Tower, Bukchon and Korean Folk Village Full day Tour", Korean Folk Village,NaN,NaN
Gyeongbok Palace and Korean Folk Village Tour,Seoul,NaN,NaN
Gyeongbok Palace and Korean Folk Village Tour, Gyeongbokgung Palace,NaN,NaN
Gyeongbok Palace and Korean Folk Village Tour, Jogyesa Temple,NaN,NaN
Gyeongbok Palace and Korean Folk Village Tour, Seoul,NaN,NaN
Gyeongbok Palace and Korean Folk Village Tour, Seoul,NaN,NaN
Gyeongbok Palace and Korean Folk Village Tour, Korean Folk Village,NaN,NaN
"Private Tour Guide Seoul with a Local: Kickstart your Trip, Personalized",Subway,NaN,NaN
Private Bukhansan Hiking Tour (More Members Less Cost per Person),Bukhansan National Park,NaN,NaN
Private Bukhansan Hiking Tour (More Members Less Cost per Person), Doseonsa Temple,NaN,NaN
Beomeosa Temple and Hongbeopsa Temple Tour and local market tour,Beomeosa Temple,NaN,NaN
Beomeosa Temple and Hongbeopsa Temple Tour and local market tour, Hongbeopsa,NaN,NaN
[Private Tour] Nami Island & Snow Viewing and Snow sled (More Members Less Cost),Nami Island,NaN,NaN
[Private Tour] Nami Island & Snow Viewing and Snow sled (More Members Less Cost), Elysian Gangchon,NaN,NaN
MBC Dae Jang Geum Park and Palace in Hanbok Tour,Yongin Daejanggeum Park,NaN,NaN
MBC Dae Jang Geum Park and Palace in Hanbok Tour, Changdeokgung Palace,NaN,NaN
"Easy private tour to Nami Island, Garden of Morning Calm ",Nami Island,NaN,NaN
"Easy private tour to Nami Island, Garden of Morning Calm ", The Garden of Morning Calm,NaN,NaN
Full Day Tour in Jeju Island,Hamdeok Beach,NaN,NaN
Full Day Tour in Jeju Island, Manjanggul Cave,NaN,NaN
Full Day Tour in Jeju Island, Seongsan Ilchulbong,NaN,NaN
Full Day Tour in Jeju Island, Seopjikoji-ro,NaN,NaN
Full Day Tour in Jeju Island, Seongeup Folk Village,NaN,NaN
Full Day Tour in Jeju Island, Haenyeo Museum,NaN,NaN
Ice Fishing Tour - Hwacheon Sancheoneo Ice Festival Day Trip from Seoul,Hwacheon Sancheoneo Ice Festival,NaN,NaN
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van),Manjanggul Cave,NaN,NaN
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Woljeongri Beach,NaN,NaN
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Seongsan Ilchulbong,NaN,NaN
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Seongeup Folk Village,NaN,NaN
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Jeongbang Waterfall,NaN,NaN
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Oedolgae,NaN,NaN
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Dongmun Market,NaN,NaN
Jeju Private Taxi Tour - UNESCO For Cruise customer (Regular/Van), Segowipo Maeil Olle Market,NaN,NaN
Busan Private Tour with Korean Speaking Driver ,Busan,NaN,NaN
One Day Private Busan Tour with Local Tour Guide,Beomeosa Temple,NaN,NaN
One Day Private Busan Tour with Local Tour Guide, Haeundae Beach,NaN,NaN
One Day Private Busan Tour with Local Tour Guide, Busan Gamcheon Culture Village,NaN,NaN
One Day Private Busan Tour with Local Tour Guide, Songdo Beach,NaN,NaN
One Day Private Busan Tour with Local Tour Guide, Gukje Market,NaN,NaN
One Day Private Busan Tour with Local Tour Guide, Jagalchi Market,NaN,NaN
"Seoul Night Tour: Sevit Some, Fountain, and Palace",Deoksugung,NaN,NaN
"Seoul Night Tour: Sevit Some, Fountain, and Palace", Cheonggyecheon Stream,NaN,NaN
"Seoul Night Tour: Sevit Some, Fountain, and Palace", Gwanghwamun Gate,NaN,NaN
"Seoul Night Tour: Sevit Some, Fountain, and Palace", Seoullo 7017,NaN,NaN
"Seoul Night Tour: Sevit Some, Fountain, and Palace", Banpodaegyo Bridge,NaN,NaN
Jeju Private Taxi Tour-World Heritage &UNESCO-Start from SEOGWIPO,Oedolgae,NaN,NaN
Jeju Private Taxi Tour-World Heritage &UNESCO-Start from SEOGWIPO, Cheonjiyeon Falls,NaN,NaN
Jeju Private Taxi Tour-World Heritage &UNESCO-Start from SEOGWIPO, Jeongbang Waterfall,NaN,NaN
Jeju Private Taxi Tour-World Heritage &UNESCO-Start from SEOGWIPO, Seongsan Ilchulbong,NaN,NaN
Jeju Private Taxi Tour-World Heritage &UNESCO-Start from SEOGWIPO, Manjanggul Cave,NaN,NaN
Jeju Private Taxi Tour-World Heritage &UNESCO-Start from SEOGWIPO, Woljeongri Beach,NaN,NaN
Private Full day Tour Anseong Farm Land with Gwangmyeong Cave,Gwangmyeong Cave,NaN,NaN
